x,y,count
4,36,245
4,37,260
4,38,5575
4,39,3954
4,40,235
4,41,291
4,42,115
4,43,1874
4,44,4817
4,45,796
4,46,3131
4,47,1615
4,48,4776
4,49,662
4,50,267
4,51,2508
4,52,144
4,53,3
4,57,1
4,59,1
4,60,1
4,61,4
4,62,5
4,63,2
4,64,1
4,66,6
4,67,16
4,68,5
4,69,7
4,70,15
4,71,892
4,72,247
4,73,19
4,74,10
4,75,15
4,76,1
4,78,10
4,79,76
4,80,58
4,81,26
4,82,10
4,83,16
4,84,25
4,85,6
4,86,1
4,87,8
4,88,6
4,90,2
4,91,3
4,92,3
4,94,3
4,95,8
4,96,2
4,97,2
4,98,2
4,99,3
4,100,1
4,101,2
4,102,2
4,103,8
4,104,14
4,105,3
4,106,3
4,113,6
4,118,1
4,123,1
4,125,1
4,128,1
4,131,1
4,132,2
4,136,2
4,138,1
4,140,1
4,142,1
4,143,1
4,144,1
4,148,1
4,149,1
4,151,1
4,153,1
4,158,1
4,159,1
4,161,1
4,163,1
4,168,1
4,169,1
4,170,1
4,174,1
4,176,1
4,177,1
4,178,1
4,179,3
4,180,1
4,181,3
4,186,1
4,190,1
4,193,1
4,194,1
4,196,1
5,1,1
5,2,4
5,3,1
5,4,297
5,5,130
5,6,317
5,7,555
5,8,1896
5,9,1692
5,10,57
5,11,42
5,12,64
5,13,134
5,14,141
5,15,1948
5,16,1085
5,17,746
5,18,201
5,19,269
5,20,85
5,21,69
5,22,140
5,23,74
5,24,1274
5,25,8801
5,26,4242
5,27,885
5,28,147
5,29,42
5,30,334
5,31,823
5,32,1347
5,33,3071
5,34,9261
5,35,2496
5,36,1305
5,37,521
5,38,4351
5,39,1290
5,40,2245
5,41,478
5,42,308
5,43,216
5,44,96
5,45,230
5,46,1170
5,47,1710
5,48,2193
5,49,2306
5,50,797
5,51,973
5,52,115
5,54,1
5,56,1
5,57,1
5,58,1
5,59,2
5,64,1
5,67,2
5,71,2
5,72,4
5,73,1
5,74,1
5,75,11
5,76,11
5,78,7
5,79,105
5,80,1585
5,81,856
5,82,67
5,83,50
5,84,25
5,85,7
5,86,22
5,87,12
5,88,4
5,90,4
5,91,4
5,93,35
5,94,12
5,95,4
5,96,1
5,97,4
5,98,2
5,99,3
5,101,7
5,102,5
5,103,10
5,104,10
5,105,20
5,107,8
5,108,2
5,109,1
5,114,1
5,118,1
5,120,1
5,121,1
5,122,1
5,123,1
5,124,3
5,126,1
5,127,1
5,130,2
5,131,3
5,132,21
5,137,2
5,138,1
5,139,1
5,143,2
5,144,2
5,150,1
5,152,2
5,153,4
5,154,3
5,158,1
5,171,1
5,174,1
5,181,1
5,183,1
5,184,1
5,186,1
5,188,3
5,189,1
5,190,1
5,191,1
5,192,1
5,194,1
5,197,1
6,1,4
6,2,321
6,3,561
6,4,1822
6,5,170
6,6,52
6,7,441
6,8,2158
6,9,1042
6,10,515
6,11,4
6,13,1
6,14,57
6,15,271
6,16,70
6,17,594
6,18,20
6,19,29
6,20,331
6,21,1961
6,22,1530
6,23,1298
6,24,2214
6,25,2575
6,26,862
6,27,1637
6,28,975
6,29,1301
6,30,1331
6,31,381
6,32,1599
6,33,5193
6,34,6321
6,35,302
6,36,255
6,37,692
6,38,508
6,39,32
6,40,705
6,41,1102
6,42,2059
6,43,775
6,44,4
6,45,165
6,46,272
6,47,557
6,48,2800
6,49,2030
6,50,748
6,52,4
6,53,1
6,56,1
6,57,1
6,58,3
6,59,3
6,60,3
6,61,3
6,64,1
6,66,1
6,69,1
6,73,1
6,75,5
6,76,5
6,77,112
6,78,26
6,79,17
6,80,86
6,81,875
6,82,142
6,83,415
6,84,4
6,85,6
6,86,54
6,87,11
6,88,28
6,89,4
6,90,5
6,92,1
6,93,5
6,94,15
6,95,1
6,98,1
6,99,9
6,100,1
6,101,2
6,102,1
6,103,10
6,104,6
6,105,8
6,106,2
6,107,7
6,110,1
6,113,1
6,117,1
6,118,2
6,119,1
6,120,2
6,123,5
6,126,1
6,128,2
6,133,1
6,134,1
6,137,14
6,140,1
6,149,1
6,150,1
6,152,1
6,153,1
6,167,1
6,182,1
6,187,1
6,191,3
6,193,1
6,197,3
7,1,3447
7,2,1778
7,3,920
7,4,238
7,5,3797
7,6,978
7,7,937
7,8,201
7,9,133
7,10,748
7,11,291
7,12,97
7,13,12
7,14,403
7,15,2235
7,16,29
7,17,559
7,18,578
7,19,829
7,20,609
7,21,3645
7,22,5789
7,23,744
7,24,1312
7,25,609
7,26,2624
7,27,3919
7,28,4090
7,29,3722
7,30,4395
7,31,670
7,32,414
7,33,6422
7,34,16856
7,35,2444
7,36,3890
7,37,1913
7,38,1175
7,39,85
7,40,53
7,41,157
7,42,1739
7,43,3431
7,44,112
7,45,3
7,46,3
7,47,44
7,48,536
7,49,253
7,50,2
7,53,2
7,54,4
7,55,1
7,57,2
7,58,10
7,59,1
7,60,1
7,67,1
7,70,3
7,71,2
7,73,1
7,74,1
7,76,1
7,77,44
7,78,3
7,80,63
7,81,1697
7,82,23
7,83,7
7,84,4
7,85,4
7,86,7
7,87,2
7,88,57
7,89,31
7,90,7
7,91,7
7,92,16
7,93,24
7,94,27
7,95,4
7,96,2
7,97,1
7,98,3
7,99,5
7,100,4
7,101,5
7,102,8
7,103,7
7,104,7
7,105,33
7,106,27
7,107,23
7,109,1
7,111,1
7,113,2
7,121,2
7,124,2
7,125,2
7,126,1
7,129,1
7,130,2
7,135,1
7,138,1
7,139,4
7,140,8
7,141,3
7,142,1
7,143,1
7,152,1
7,154,1
7,167,1
7,182,1
7,183,1
7,186,1
7,187,3
7,188,2
7,190,1
7,193,2
7,197,1
7,198,1
8,1,911
8,2,107
8,3,570
8,4,1627
8,5,1058
8,6,2305
8,7,920
8,8,446
8,9,274
8,10,103
8,11,1166
8,12,2957
8,13,634
8,14,124
8,15,2385
8,16,244
8,17,103
8,18,451
8,19,3727
8,20,1188
8,21,659
8,22,1389
8,23,987
8,24,3330
8,25,586
8,26,1782
8,27,711
8,28,506
8,29,860
8,30,1030
8,31,192
8,32,95
8,33,2551
8,34,4313
8,35,3788
8,36,1488
8,37,260
8,38,71
8,39,105
8,40,188
8,41,589
8,42,60
8,43,236
8,44,46
8,45,3
8,51,1
8,54,2
8,55,1
8,57,1
8,58,3
8,60,1
8,61,1
8,67,1
8,74,1
8,75,2
8,76,5
8,77,1
8,78,1
8,80,5
8,81,129
8,82,19
8,83,1
8,84,6
8,85,2
8,86,2
8,87,3
8,88,23
8,89,66
8,90,4
8,91,14
8,92,17
8,93,6
8,94,8
8,95,4
8,96,1
8,97,1
8,98,4
8,99,7
8,100,2
8,101,7
8,102,9
8,103,10
8,104,50
8,105,54
8,106,4
8,107,2
8,108,1
8,109,1
8,110,1
8,111,2
8,112,1
8,114,2
8,116,1
8,121,1
8,123,1
8,125,2
8,126,15
8,128,5
8,129,1
8,130,2
8,133,1
8,134,3
8,135,35
8,136,1
8,137,9
8,138,5
8,140,4
8,147,1
8,148,1
8,150,1
8,151,1
8,155,1
8,162,1
8,163,1
8,171,1
8,178,1
8,180,1
8,184,2
8,185,1
8,187,1
8,189,2
8,190,1
8,192,1
8,193,1
8,194,2
8,196,1
8,200,1
9,1,103
9,2,1092
9,3,2122
9,4,229
9,5,32
9,6,2632
9,7,4021
9,8,2126
9,9,541
9,10,21
9,11,2262
9,12,1750
9,13,776
9,14,682
9,15,753
9,16,887
9,17,126
9,18,1819
9,19,3200
9,20,1484
9,21,421
9,22,171
9,23,1511
9,24,1112
9,25,1595
9,26,826
9,27,62
9,28,212
9,29,185
9,30,902
9,31,182
9,32,122
9,33,2056
9,34,5575
9,35,553
9,36,486
9,37,445
9,38,164
9,39,1317
9,40,704
9,41,417
9,42,22
9,43,2
9,44,18
9,45,2
9,46,1
9,48,2
9,50,1
9,52,1
9,59,1
9,61,1
9,64,1
9,69,1
9,76,1
9,81,12
9,82,8
9,84,1
9,85,4
9,86,8
9,87,3
9,88,9
9,89,5
9,90,16
9,91,6
9,92,16
9,93,15
9,94,2
9,95,12
9,96,88
9,97,4
9,98,1
9,99,2
9,100,4
9,101,2
9,102,2
9,103,30
9,104,40
9,105,15
9,106,2
9,107,4
9,109,1
9,111,1
9,116,1
9,117,1
9,119,1
9,125,1
9,126,4
9,127,6
9,129,1
9,130,2
9,131,40
9,132,1
9,133,1
9,134,11
9,140,1
9,144,1
9,145,1
9,148,1
9,158,1
9,164,2
9,165,2
9,166,1
9,169,1
9,183,4
9,185,1
9,187,1
9,188,1
9,189,1
9,191,1
10,1,4020
10,2,1852
10,3,7608
10,4,3501
10,5,4360
10,6,18031
10,7,12712
10,8,8504
10,9,3332
10,10,1375
10,11,3759
10,12,4194
10,13,4457
10,14,2417
10,15,1969
10,16,5032
10,17,13964
10,18,2675
10,19,183
10,20,266
10,21,743
10,22,96
10,23,443
10,24,1672
10,25,7039
10,26,7105
10,27,717
10,28,1126
10,29,1486
10,30,207
10,31,113
10,32,3184
10,33,1572
10,34,109
10,35,341
10,36,1135
10,37,1718
10,38,1375
10,39,197
10,40,31
10,41,28
10,42,5
10,43,5
10,44,19
10,46,2
10,47,1
10,48,2
10,49,3
10,51,1
10,52,2
10,53,2
10,57,1
10,59,1
10,65,1
10,67,1
10,69,1
10,70,1
10,72,1
10,75,1
10,77,1
10,79,1
10,80,7
10,81,6
10,82,13
10,83,11
10,84,3
10,85,10
10,86,10
10,87,11
10,88,24
10,89,11
10,90,30
10,91,14
10,92,130
10,93,36
10,94,230
10,95,20
10,96,394
10,97,2027
10,98,7
10,99,2
10,100,2
10,101,14
10,102,18
10,103,105
10,104,21
10,105,14
10,106,4
10,107,1
10,108,1
10,109,1
10,110,1
10,114,2
10,115,3
10,117,1
10,118,2
10,121,1
10,122,1
10,123,1
10,124,1
10,126,10
10,131,1
10,134,1
10,142,1
10,143,3
10,144,2
10,146,1
10,147,1
10,150,2
10,153,2
10,155,1
10,159,1
10,160,1
10,167,2
10,168,3
10,169,1
10,171,1
10,172,1
10,185,5
10,187,1
10,196,1
11,1,4317
11,2,4516
11,3,9189
11,4,7178
11,5,6267
11,6,4615
11,7,5084
11,8,4632
11,9,8278
11,10,4766
11,11,1859
11,12,6513
11,13,4247
11,14,6235
11,15,2154
11,16,516
11,17,803
11,18,290
11,19,310
11,20,39
11,21,542
11,22,91
11,23,162
11,24,401
11,25,855
11,26,2413
11,27,881
11,28,114
11,29,53
11,30,198
11,31,1424
11,32,457
11,33,344
11,34,663
11,35,834
11,36,1846
11,37,1028
11,38,127
11,39,2
11,40,24
11,41,1
11,42,1
11,43,1
11,45,1
11,46,1
11,47,1
11,48,2
11,49,2
11,61,2
11,62,1
11,63,1
11,66,1
11,68,1
11,69,1
11,73,1
11,74,1
11,76,1
11,77,1
11,78,1
11,79,2
11,80,2
11,81,2
11,83,1
11,84,2
11,85,5
11,86,5
11,87,5
11,88,10
11,89,5
11,90,4
11,91,2
11,92,11
11,93,51
11,94,749
11,95,381
11,96,1149
11,97,74
11,98,4
11,99,3
11,100,2
11,101,10
11,102,70
11,103,71
11,104,11
11,105,5
11,107,1
11,108,1
11,113,1
11,114,1
11,117,1
11,122,1
11,129,1
11,136,2
11,138,1
11,140,2
11,141,1
11,143,2
11,144,1
11,145,1
11,146,4
11,158,1
11,160,1
11,162,1
11,171,1
11,172,2
11,182,1
11,185,1
11,186,1
11,188,5
11,194,2
11,198,1
12,1,1481
12,2,1593
12,3,6154
12,4,2425
12,5,2367
12,6,4757
12,7,8454
12,8,3575
12,9,7403
12,10,3912
12,11,3129
12,12,644
12,13,2409
12,14,1127
12,15,1742
12,16,607
12,17,182
12,18,739
12,19,277
12,20,78
12,21,503
12,22,520
12,23,66
12,24,651
12,25,1171
12,26,631
12,27,15
12,28,15
12,29,17
12,30,1714
12,31,2668
12,32,2169
12,33,1580
12,34,750
12,35,43
12,38,2
12,40,4
12,41,4
12,42,4
12,43,1
12,44,2
12,45,1
12,47,2
12,48,2
12,50,1
12,52,1
12,54,1
12,57,1
12,60,1
12,73,1
12,75,1
12,76,2
12,77,1
12,79,3
12,80,3
12,83,3
12,84,2
12,85,1
12,87,8
12,88,25
12,89,7
12,90,3
12,92,4
12,93,5
12,94,19
12,95,45
12,96,617
12,97,13
12,98,6
12,99,5
12,100,4
12,101,19
12,102,26
12,103,29
12,104,22
12,105,5
12,106,1
12,107,2
12,112,1
12,121,2
12,141,1
12,144,3
12,145,3
12,146,5
12,147,1
12,149,1
12,152,1
12,166,1
12,167,1
12,169,1
12,173,1
12,180,1
12,186,3
12,189,1
12,191,1
12,195,1
12,198,1
13,1,1605
13,2,1639
13,3,2615
13,4,9242
13,5,11998
13,6,11506
13,7,10987
13,8,5873
13,9,5211
13,10,1677
13,11,740
13,12,884
13,13,6138
13,14,2796
13,15,453
13,16,132
13,17,51
13,18,447
13,19,211
13,20,280
13,21,183
13,22,217
13,23,53
13,24,2079
13,25,1409
13,26,1895
13,27,1100
13,28,315
13,29,506
13,30,1666
13,31,2910
13,32,1909
13,33,103
13,34,2
13,35,4
13,37,2
13,38,1
13,39,7
13,40,8
13,41,11
13,42,4
13,43,1
13,45,2
13,46,1
13,50,2
13,60,1
13,69,1
13,76,7
13,77,10
13,78,3
13,79,4
13,80,9
13,81,5
13,82,2
13,83,19
13,85,1
13,86,6
13,87,5
13,88,6
13,89,16
13,90,33
13,91,8
13,92,6
13,93,4
13,94,12
13,95,21
13,96,19
13,97,9
13,98,11
13,99,30
13,100,18
13,101,22
13,102,16
13,103,14
13,104,18
13,105,102
13,106,1
13,107,1
13,108,1
13,109,1
13,110,1
13,112,1
13,113,1
13,114,2
13,116,1
13,118,1
13,126,5
13,137,1
13,138,3
13,139,1
13,142,1
13,143,2
13,144,9
13,145,3
13,146,9
13,150,1
13,157,1
13,160,1
13,165,1
13,171,1
13,174,1
13,177,1
13,189,4
13,190,3
13,192,1
13,193,2
13,194,2
14,1,533
14,2,1313
14,3,1813
14,4,3915
14,5,6461
14,6,8559
14,7,9470
14,8,6521
14,9,6371
14,10,3183
14,11,2378
14,12,671
14,13,396
14,14,551
14,15,519
14,16,3
14,17,61
14,18,148
14,19,1114
14,20,1086
14,21,617
14,22,158
14,23,54
14,24,346
14,25,244
14,26,1936
14,27,3632
14,28,1844
14,29,113
14,30,976
14,31,1690
14,32,136
14,33,14
14,34,3
14,35,1
14,36,3
14,37,1
14,39,5
14,40,3
14,41,2
14,42,2
14,43,4
14,46,1
14,48,1
14,53,1
14,55,1
14,60,1
14,64,2
14,66,1
14,68,1
14,69,1
14,70,3
14,72,1
14,76,6
14,77,4
14,78,6
14,79,4
14,80,3
14,83,1
14,84,1
14,85,2
14,88,1
14,89,6
14,90,12
14,91,24
14,92,31
14,93,5
14,94,5
14,95,12
14,96,6
14,97,3
14,98,7
14,99,14
14,100,47
14,101,20
14,102,21
14,103,14
14,104,7
14,105,10
14,106,2
14,107,3
14,108,2
14,110,2
14,120,2
14,125,1
14,133,1
14,135,2
14,136,2
14,138,1
14,139,4
14,142,1
14,143,2
14,144,6
14,145,7
14,146,2
14,177,2
14,182,1
14,190,1
14,192,2
14,193,1
14,194,2
15,1,198
15,2,175
15,3,2458
15,4,3043
15,5,10579
15,6,8344
15,7,15588
15,8,9970
15,9,6653
15,10,4542
15,11,4518
15,12,163
15,13,576
15,14,1442
15,15,752
15,16,53
15,17,75
15,18,542
15,19,172
15,20,2139
15,21,660
15,22,756
15,23,174
15,24,508
15,25,549
15,26,2197
15,27,2139
15,28,1073
15,29,222
15,30,329
15,31,876
15,32,46
15,33,2
15,34,1
15,36,1
15,37,1
15,38,1
15,40,1
15,42,9
15,44,1
15,46,1
15,51,1
15,52,1
15,53,1
15,55,2
15,57,2
15,60,1
15,61,1
15,63,1
15,65,2
15,66,1
15,67,1
15,68,1
15,69,2
15,71,2
15,72,1
15,76,3
15,77,3
15,78,11
15,79,2
15,80,3
15,81,2
15,84,4
15,85,2
15,86,1
15,88,17
15,89,14
15,90,11
15,91,5
15,92,48
15,93,19
15,94,7
15,95,11
15,96,5
15,97,10
15,98,37
15,99,45
15,100,30
15,101,53
15,102,84
15,103,79
15,104,31
15,105,29
15,106,22
15,107,2
15,108,2
15,109,1
15,111,2
15,114,1
15,120,3
15,121,1
15,122,1
15,143,2
15,144,1
15,146,2
15,151,1
15,153,1
15,176,1
15,178,1
15,179,2
15,183,1
15,192,1
15,193,4
15,199,1
16,1,3396
16,2,586
16,3,6154
16,4,11656
16,5,7445
16,6,12058
16,7,18521
16,8,23078
16,9,16964
16,10,9291
16,11,4892
16,12,1401
16,13,393
16,14,1257
16,15,1394
16,16,8
16,17,56
16,18,47
16,19,161
16,20,335
16,21,99
16,22,22
16,23,357
16,24,1511
16,25,3373
16,26,2511
16,27,324
16,28,702
16,29,1093
16,30,572
16,31,271
16,32,1
16,33,2
16,34,5
16,35,1
16,36,5
16,37,30
16,38,2
16,42,3
16,49,1
16,50,1
16,51,1
16,52,2
16,53,2
16,55,1
16,57,3
16,58,2
16,61,2
16,63,2
16,65,2
16,66,2
16,67,2
16,68,2
16,69,4
16,70,1
16,71,1
16,74,2
16,75,3
16,76,3
16,77,3
16,78,1
16,79,3
16,82,1
16,83,3
16,84,2
16,86,1
16,87,3
16,88,7
16,89,8
16,90,8
16,91,12
16,92,10
16,93,37
16,94,179
16,95,167
16,96,143
16,97,10
16,98,31
16,99,24
16,100,44
16,101,42
16,102,154
16,103,123
16,104,357
16,105,280
16,106,93
16,107,31
16,108,171
16,109,13
16,110,2
16,111,1
16,113,1
16,114,1
16,115,5
16,116,5
16,119,2
16,120,2
16,121,1
16,124,1
16,126,2
16,129,3
16,133,1
16,136,1
16,138,1
16,140,1
16,142,1
16,149,1
16,164,1
16,166,1
16,172,1
16,174,1
16,178,1
16,179,1
16,183,2
16,185,1
16,195,1
17,1,1687
17,2,1018
17,3,3168
17,4,2344
17,5,8655
17,6,5301
17,7,18063
17,8,9794
17,9,11317
17,10,7570
17,11,5621
17,12,835
17,13,2832
17,14,6374
17,15,2266
17,16,1104
17,17,177
17,18,499
17,19,185
17,20,415
17,21,286
17,22,521
17,23,8521
17,24,6292
17,25,735
17,26,547
17,27,1149
17,28,423
17,29,96
17,30,44
17,31,11
17,36,1
17,37,1
17,39,1
17,44,1
17,45,1
17,46,2
17,48,2
17,50,1
17,52,1
17,53,16
17,56,1
17,57,1
17,58,2
17,59,1
17,61,2
17,62,1
17,63,2
17,66,2
17,68,1
17,70,1
17,71,1
17,74,2
17,75,1
17,76,5
17,78,1
17,79,1
17,83,1
17,87,2
17,88,3
17,89,1
17,90,2
17,91,1
17,92,56
17,93,6
17,94,30
17,95,67
17,96,52
17,97,4
17,98,11
17,99,21
17,100,6
17,101,12
17,102,14
17,103,67
17,104,215
17,105,1806
17,106,1539
17,107,130
17,108,1170
17,109,992
17,110,716
17,111,96
17,112,33
17,113,14
17,114,3
17,115,1
17,116,1
17,117,3
17,119,4
17,126,2
17,127,1
17,129,2
17,132,1
17,139,1
17,140,1
17,167,1
17,178,1
17,181,1
17,186,1
17,187,1
18,1,348
18,2,1132
18,3,1059
18,4,1234
18,5,6962
18,6,7943
18,7,8411
18,8,4663
18,9,7651
18,10,5825
18,11,4560
18,12,3566
18,13,626
18,14,1646
18,15,3884
18,16,3468
18,17,2396
18,18,5081
18,19,3316
18,20,2193
18,21,1973
18,22,1350
18,23,485
18,24,876
18,25,382
18,26,59
18,27,53
18,28,29
18,29,12
18,30,27
18,34,1
18,35,1
18,36,1
18,37,1
18,38,2
18,39,1
18,43,1
18,44,1
18,46,1
18,48,1
18,49,1
18,50,1
18,51,1
18,52,2
18,53,4
18,55,7
18,56,2
18,57,3
18,58,1
18,59,4
18,61,1
18,63,2
18,70,1
18,71,2
18,72,1
18,73,2
18,74,1
18,76,2
18,78,1
18,80,1
18,81,1
18,84,1
18,86,2
18,88,2
18,89,1
18,90,4
18,91,2
18,92,5
18,93,16
18,94,4
18,95,4
18,96,8
18,97,2
18,98,5
18,100,6
18,101,11
18,102,15
18,103,21
18,104,68
18,105,809
18,106,3264
18,107,271
18,108,477
18,109,4210
18,110,1394
18,111,496
18,112,398
18,113,993
18,114,1260
18,115,204
18,116,318
18,117,66
18,118,4
18,119,5
18,120,2
18,121,20
18,122,13
18,123,14
18,124,16
18,125,98
18,126,16
18,127,11
18,128,1
18,129,8
18,130,1
18,138,2
18,143,1
18,147,1
18,162,1
18,163,1
18,177,1
18,184,1
18,186,1
18,194,2
19,1,561
19,2,1006
19,3,644
19,4,2051
19,5,12290
19,6,5933
19,7,826
19,8,3916
19,9,8719
19,10,13092
19,11,8598
19,12,1066
19,13,575
19,14,385
19,15,55
19,16,21
19,17,457
19,18,1417
19,19,1521
19,20,883
19,21,16
19,22,7
19,23,4
19,24,213
19,25,612
19,26,16
19,27,11
19,28,46
19,29,13
19,30,1
19,31,1
19,33,3
19,34,6
19,35,1
19,37,2
19,38,1
19,42,5
19,43,1
19,44,1
19,47,1
19,48,6
19,49,2
19,50,20
19,51,2
19,52,9
19,53,1
19,55,4
19,56,5
19,57,11
19,58,2
19,60,4
19,61,2
19,62,1
19,64,1
19,65,1
19,66,1
19,68,1
19,69,1
19,70,4
19,71,2
19,72,1
19,73,1
19,75,1
19,76,1
19,78,1
19,79,1
19,85,1
19,86,1
19,87,1
19,89,2
19,90,3
19,91,6
19,92,5
19,93,9
19,94,7
19,95,9
19,96,2
19,98,3
19,99,6
19,100,6
19,101,10
19,102,5
19,103,14
19,104,17
19,105,80
19,106,886
19,107,549
19,108,886
19,109,2659
19,110,1369
19,111,1142
19,112,948
19,113,488
19,114,1065
19,115,2590
19,116,4208
19,117,2304
19,118,1809
19,119,5794
19,120,3142
19,121,756
19,122,175
19,123,1836
19,124,378
19,125,1784
19,126,1345
19,127,552
19,128,737
19,129,1179
19,130,692
19,131,780
19,132,82
19,133,1
19,134,1
19,136,1
19,138,1
19,139,1
19,165,1
19,175,1
19,181,1
19,182,1
19,183,1
19,185,1
19,189,1
19,193,1
19,194,1
20,1,1605
20,2,407
20,3,705
20,4,3905
20,5,7786
20,6,2678
20,7,3090
20,8,4773
20,9,1891
20,10,4906
20,11,4007
20,12,325
20,13,316
20,14,190
20,15,234
20,16,18
20,17,11
20,18,31
20,19,19
20,20,3
20,21,3
20,23,4
20,24,21
20,25,7
20,26,10
20,30,1
