uid,count
494,1147
495,1187
496,2322
497,1032
498,2267
499,1284
500,1791
501,703
502,1229
503,874
504,1737
505,994
506,1509
507,742
508,661
509,1822
510,1328
511,631
512,801
513,1255
514,1770
515,1767
516,872
517,1142
518,1366
519,909
520,795
521,1029
522,886
523,882
524,787
525,895
526,1540
527,1631
528,1322
529,739
530,667
531,1147
532,1086
533,1276
534,1382
535,1060
536,1006
537,1203
538,2011
539,3033
540,1205
541,1338
542,991
543,970
544,1320
545,1265
546,842
547,663
548,1255
549,831
550,1001
551,971
552,1237
553,1564
554,1556
555,1125
556,1022
557,859
558,835
559,1462
560,1445
561,1243
562,1257
563,879
564,1127
565,1980
566,748
567,943
568,869
569,1410
570,1075
571,856
572,2606
573,968
574,1155
575,729
576,1229
577,686
578,1324
579,1157
580,931
581,1132
582,1162
583,1716
584,806
585,1308
586,1291
587,1229
588,2226
589,738
590,1244
591,904
592,1385
593,1267
594,1590
595,1054
596,907
597,2161
598,878
599,913
600,953
601,1900
602,883
603,884
604,1397
605,951
606,1854
607,872
608,818
609,763
610,1122
611,1542
612,733
613,862
614,1109
615,1362
616,1042
617,1894
618,1207
619,1323
620,926
621,1125
622,846
623,1257
624,1281
625,807
626,2208
627,1399
628,731
629,1523
630,1676
631,3084
632,730
633,2285
634,929
635,1407
636,1303
637,1001
638,1151
639,1078
640,1314
641,792
642,2190
643,1107
644,836
645,711
646,1018
647,1408
648,1549
649,1810
650,915
651,1234
652,799
653,1673
654,1250
655,1155
656,1497
657,1268
658,1037
659,1240
660,1284
661,1058
662,947
663,973
664,1408
665,899
666,1208
667,1437
668,776
669,1644
670,649
671,1549
672,1271
673,779
674,1405
675,932
676,973
677,897
678,2016
679,1129
680,1031
681,2452
682,963
683,992
684,1431
685,626
686,1380
687,1420
688,1209
689,1889
690,1977
691,1387
692,1511
693,1093
694,1310
695,819
696,977
697,673
698,772
699,836
700,1349
701,1147
702,921
703,1404
704,756
705,1531
706,1325
707,1267
708,1099
709,1175
710,1484
711,1045
712,877
713,1247
714,1148
715,1434
716,1148
717,850
718,1634
719,709
720,1114
721,1261
722,1612
723,876
724,1110
725,2874
726,1099
727,1366
728,847
729,1166
730,821
731,1892
732,925
733,1017
734,780
735,660
736,1022
737,1389
738,952
739,1187
740,1621
741,1280
742,699
743,1729
744,1794
745,1336
746,1404
747,1355
748,997
749,730
750,1548
751,2836
752,1292
753,893
754,1629
755,1211
756,1504
757,771
758,1610
759,1953
760,1160
761,758
762,926
763,1122
764,1433
765,778
766,789
767,1853
768,2202
769,1148
770,1145
771,1865
772,1027
773,770
774,1608
775,781
776,911
777,1182
778,779
779,1282
780,2041
781,835
782,1485
783,723
784,946
785,879
786,1261
787,1393
788,1355
789,739
790,907
791,1371
792,795
793,2293
794,1239
795,778
796,1427
797,1108
798,2210
799,1298
800,1497
801,1081
802,1393
803,804
804,1979
805,2524
806,882
807,1069
808,1662
809,1317
810,2433
811,1108
812,724
813,1235
814,1312
815,1599
816,1407
817,1379
818,833
819,1274
820,1102
821,918
822,1133
823,985
824,1000
825,689
826,1218
827,2336
828,899
829,2118
830,1356
831,1280
832,1582
833,1728
834,853
835,1181
836,796
837,1141
838,1541
839,949
840,1157
841,1348
842,2006
843,1596
844,1107
845,821
846,945
847,731
848,1609
849,1548
850,1729
851,2158
852,883
853,884
854,1714
855,1202
856,751
857,1471
858,753
859,831
860,1168
861,908
862,1244
863,1363
864,834
865,1055
866,1366
867,1298
868,811
869,1106
870,726
871,914
872,1488
873,2931
874,1394
875,1151
876,1113
877,1034
878,959
879,1183
880,1497
881,1672
882,1568
883,790
884,986
885,721
886,1006
887,713
888,1420
889,1147
890,829
891,862
892,1068
893,1573
894,799
895,1275
896,846
897,809
898,775
899,1029
900,2308
901,2622
902,808
903,915
904,1339
905,1144
906,1358
907,846
908,821
909,1377
910,1079
911,1187
912,1517
913,1705
914,994
915,1003
916,1369
917,878
918,2270
919,1224
920,1014
921,888
922,815
923,1116
924,913
925,747
926,1029
927,943
928,1311
929,865
930,1367
931,976
932,874
933,696
934,735
935,2032
936,972
937,854
938,1578
939,1024
940,870
941,1130
942,921
943,1539
944,1000
945,1550
946,1292
947,1283
948,984
949,2314
950,1724
951,2355
952,716
953,2264
954,921
955,1503
956,1322
957,930
958,857
959,3082
960,871
961,1455
962,3184
963,3302
964,1493
965,1029
966,868
967,1013
968,895
969,1428
970,1933
971,864
972,1254
973,944
974,750
975,1539
976,746
977,1179
978,972
979,947
980,1235
981,1344
982,968
983,794
984,681
985,1183
986,740
987,1455
988,1236
989,1138
990,677
991,1483
992,1516
993,846
994,1112
995,2506
996,1120
997,870
998,980
999,772
1000,1202
1001,1009
1002,1265
1003,1073
1004,1686
1005,981
1006,774
1007,1124
1008,879
1009,778
1010,1415
1011,1025
1012,746
1013,1206
1014,1404
1015,1268
1016,837
1017,1878
1018,833
1019,826
1020,2622
1021,2046
1022,613
1023,2165
1024,939
1025,1170
1026,1567
1027,1063
1028,977
1029,944
1030,874
1031,699
1032,834
1033,1962
1034,678
1035,1262
1036,1194
1037,1550
1038,1464
1039,877
1040,1149
1041,1647
1042,872
1043,1898
1044,924
1045,686
1046,1337
1047,1518
1048,782
1049,1724
1050,980
1051,1338
1052,970
1053,2049
1054,924
1055,1007
1056,1422
1057,1497
1058,1233
1059,622
1060,1901
1061,946
1062,1512
1063,607
1064,1898
1065,1978
1066,1253
1067,1224
1068,903
1069,976
1070,783
1071,1248
1072,1852
1073,1306
1074,675
1075,1640
1076,1383
1077,1615
1078,1394
1079,1520
1080,613
1081,1144
1082,652
1083,1586
1084,956
1085,908
1086,1263
1087,897
1088,776
1089,756
1090,625
1091,1476
1092,1136
1093,1042
1094,883
1095,844
1096,774
1097,1944
1098,675
1099,934
1100,2048
1101,2818
1102,909
1103,1259
1104,1473
1105,1164
1106,1147
1107,1245
1108,1305
1109,1985
1110,1006
1111,1202
1112,2057
1113,939
1114,1362
1115,1299
1116,650
1117,1349
1118,1275
1119,1903
1120,793
1121,840
1122,870
1123,725
1124,1517
1125,888
1126,767
1127,1244
1128,906
1129,2227
1130,1157
1131,717
1132,808
1133,1246
1134,1136
1135,2369
1136,1505
1137,1492
1138,1273
1139,898
1140,2350
1141,1426
1142,924
1143,810
1144,1394
1145,1576
1146,1027
1147,678
1148,878
1149,689
1150,1095
1151,877
1152,736
1153,1117
1154,1540
1155,861
1156,1065
1157,665
1158,1657
1159,1214
1160,1110
1161,1105
1162,793
1163,1490
1164,1961
1165,1596
1166,1163
1167,1228
1168,1173
1169,968
1170,1331
1171,1310
1172,1263
1173,1505
1174,713
1175,1745
1176,1534
1177,940
1178,1022
1179,1719
1180,1077
1181,1577
1182,1029
1183,2028
1184,1676
1185,870
1186,1550
1187,1661
1188,1042
1189,1273
1190,807
1191,1196
1192,1003
1193,1538
1194,709
1195,815
1196,1244
1197,1016
1198,863
1199,1124
1200,2749
1201,1058
1202,1511
1203,842
1204,662
1205,1431
1206,671
1207,1350
1208,1267
1209,730
1210,1893
1211,803
1212,1188
1213,1382
1214,1300
1215,639
1216,1088
1217,1666
1218,842
1219,1700
1220,684
1221,988
1222,1538
1223,932
1224,902
1225,1847
1226,1400
1227,1128
1228,1150
1229,755
1230,908
1231,873
1232,991
1233,837
1234,1866
1235,965
1236,1765
1237,1321
1238,1394
1239,1346
1240,1088
1241,915
1242,1161
1243,1125
1244,868
1245,744
1246,759
1247,738
1248,1373
1249,1110
1250,652
1251,971
1252,1328
1253,1717
1254,1003
1255,1272
1256,1397
1257,873
1258,2015
1259,890
1260,2107
1261,1338
1262,1316
1263,1652
1264,1088
1265,1063
1266,808
1267,1165
1268,1474
1269,828
1270,1026
1271,777
1272,1123
1273,1099
1274,627
1275,833
1276,782
1277,959
1278,911
1279,794
1280,784
1281,1303
1282,1465
1283,905
1284,1124
1285,741
1286,2599
1287,1382
1288,1127
1289,1118
1290,2132
1291,1000
1292,1359
1293,1136
1294,1241
1295,1097
1296,1095
1297,872
1298,1566
1299,720
1300,1326
1301,1080
1302,915
1303,2539
1304,1165
1305,800
1306,1636
1307,1292
1308,623
1309,678
1310,1177
1311,1293
1312,1713
1313,1472
1314,1106
1315,1089
1316,2466
1317,1467
1318,1257
1319,1004
1320,710
1321,1125
1322,1716
1323,1775
1324,1857
1325,1617
1326,906
1327,837
1328,901
1329,941
1330,1480
1331,1261
1332,728
1333,1453
1334,851
1335,1553
1336,886
1337,697
1338,825
1339,1282
1340,808
1341,1045
1342,870
1343,1336
1344,1590
1345,1928
1346,1510
1347,1114
1348,1135
1349,1082
1350,641
1351,906
1352,1208
1353,986
1354,763
1355,1003
1356,943
1357,838
1358,1011
1359,1176
1360,696
1361,1019
1362,1512
1363,1970
1364,925
1365,1022
1366,882
1367,1413
1368,1104
1369,1392
1370,1137
1371,1419
1372,994
1373,768
1374,1021
1375,1207
1376,718
1377,2323
1378,1626
1379,1740
1380,1338
1381,1949
1382,1054
1383,992
1384,927
1385,721
1386,1062
1387,852
1388,1118
1389,859
1390,1431
1391,829
1392,1116
1393,1557
1394,634
1395,780
1396,976
1397,1465
1398,822
1399,1050
1400,983
1401,753
1402,663
1403,1002
1404,1175
1405,1167
1406,925
1407,1090
1408,947
1409,1906
1410,1337
1411,827
1412,955
1413,812
1414,1620
1415,846
1416,1140
1417,1152
1418,652
1419,1117
1420,943
1421,804
1422,1404
1423,1494
1424,1030
1425,1581
1426,1001
1427,1707
1428,1430
1429,781
1430,1367
1431,1263
1432,1093
1433,1734
1434,1398
1435,1301
1436,1096
1437,1086
1438,735
1439,1021
1440,1284
1441,818
1442,2424
1443,1620
1444,1249
1445,987
1446,1026
1447,1176
1448,863
1449,1998
1450,1077
1451,724
1452,1236
1453,1189
1454,725
1455,1314
1456,1010
1457,714
1458,973
1459,810
1460,999
1461,848
1462,1199
1463,1080
1464,1234
1465,950
1466,1556
1467,1313
1468,693
1469,744
1470,1077
1471,839
1472,852
1473,866
1474,879
1475,971
1476,1210
1477,880
1478,879
1479,1441
1480,626
1481,936
1482,686
1483,818
1484,2284
1485,1288
1486,759
1487,918
1488,1701
1489,864
1490,1181
1491,731
1492,993
1493,1010
1494,957
1495,851
1496,1592
1497,894
1498,1075
1499,2665
1500,762
1501,986
1502,1517
1503,1064
1504,1175
1505,1444
1506,857
1507,1087
1508,1287
1509,992
1510,2060
1511,1271
1512,1441
1513,1247
1514,1912
1515,887
1516,956
1517,1738
1518,1045
1519,1118
1520,1086
1521,2399
1522,747
1523,1600
1524,942
1525,2085
1526,1487
1527,2024
1528,1171
1529,684
1530,913
1531,1888
1532,1085
1533,1008
1534,866
1535,1103
1536,1844
1537,1071
1538,1444
1539,1096
1540,1243
1541,1083
1542,970
1543,961
1544,1233
1545,1038
1546,887
1547,1120
1548,1100
1549,1722
1550,988
1551,1072
1552,3193
1553,2121
1554,1178
1555,1354
1556,1254
1557,1100
1558,1300
1559,980
1560,1351
1561,1199
1562,1338
1563,882
1564,2130
1565,907
1566,2011
1567,1177
1568,1341
1569,1254
1570,814
1571,1219
1572,841
1573,897
1574,915
1575,1167
1576,1814
1577,1209
1578,829
1579,956
1580,1091
1581,1282
1582,853
1583,1339
1584,1451
1585,1253
1586,872
1587,1511
1588,920
1589,854
1590,2454
1591,1043
1592,834
1593,1976
1594,611
1595,856
1596,2316
1597,1217
1598,793
1599,1210
1600,1183
1601,942
1602,1098
1603,842
1604,1297
1605,1428
1606,1412
1607,874
1608,897
1609,901
1610,746
1611,933
1612,1265
1613,1357
1614,1206
1615,985
1616,1965
1617,1348
1618,1203
1619,1400
1620,1201
1621,2169
1622,1312
1623,1264
1624,1037
1625,924
1626,913
1627,1629
1628,1050
1629,1074
1630,1061
1631,780
1632,844
1633,994
1634,923
1635,678
1636,995
1637,720
1638,834
1639,821
1640,1323
1641,943
1642,1748
1643,1805
1644,1824
1645,732
1646,1944
1647,1013
1648,1822
1649,775
1650,1600
1651,1662
1652,1582
1653,950
1654,1385
1655,1505
1656,1260
1657,842
1658,1200
1659,1111
1660,1101
1661,2135
1662,1156
1663,2019
1664,754
1665,1166
1666,1612
1667,1269
1668,1622
1669,789
1670,1907
1671,1203
1672,1809
1673,939
1674,660
1675,2066
1676,819
1677,922
1678,1849
1679,1749
1680,1577
1681,1381
1682,1066
1683,1189
1684,1157
1685,1818
1686,896
1687,783
1688,916
1689,1949
1690,779
1691,1459
1692,1605
1693,1489
1694,2212
1695,946
1696,814
1697,911
1698,766
1699,1481
1700,719
1701,1285
1702,1176
1703,827
1704,1012
1705,1487
1706,1635
1707,1031
1708,1962
1709,857
1710,1006
1711,1278
1712,1129
1713,1127
1714,1592
1715,1130
1716,2716
1717,725
1718,1086
1719,1076
1720,1122
1721,2034
1722,1623
1723,1038
1724,1247
1725,1060
1726,769
1727,1169
1728,1028
1729,1770
1730,1065
1731,1177
1732,1154
1733,1437
1734,1168
1735,1071
1736,846
1737,1243
1738,961
1739,1380
1740,1215
1741,1665
1742,1134
1743,754
1744,750
1745,817
1746,1494
1747,949
1748,748
1749,989
1750,2038
1751,1624
1752,1938
1753,1030
1754,1818
1755,1013
1756,1429
1757,1834
1758,1210
1759,2549
1760,687
1761,1076
1762,1828
1763,1646
1764,728
1765,736
1766,776
1767,1688
1768,1677
1769,661
1770,1197
1771,1262
1772,945
1773,734
1774,771
1775,890
1776,851
1777,1017
1778,982
1779,717
1780,891
1781,923
1782,1663
1783,1346
1784,1644
1785,644
1786,1342
1787,697
1788,1183
1789,1175
1790,861
1791,1431
1792,1507
1793,1004
1794,981
1795,961
1796,954
1797,781
1798,880
1799,996
1800,1790
1801,1516
1802,767
1803,884
1804,1204
1805,1475
1806,984
1807,878
1808,817
1809,1515
1810,1350
1811,978
1812,901
1813,1096
1814,886
1815,1254
1816,1172
1817,1069
1818,1179
1819,1165
1820,1374
1821,756
1822,915
1823,2063
1824,1040
1825,1140
1826,2300
1827,1341
1828,1104
1829,1658
1830,865
1831,949
1832,1576
1833,1012
1834,943
1835,743
1836,870
1837,1241
1838,949
1839,1162
1840,922
1841,2376
1842,877
1843,987
1844,1005
1845,1434
1846,2010
1847,933
1848,788
1849,919
1850,1033
1851,1067
1852,1196
1853,1729
1854,822
1855,966
1856,845
1857,1817
1858,2445
1859,1047
1860,916
1861,1494
1862,1284
1863,1103
1864,1327
1865,1019
1866,1055
1867,1329
1868,926
1869,1200
1870,744
1871,1155
1872,1550
1873,998
1874,796
1875,1102
1876,1402
1877,665
1878,1303
1879,733
1880,781
1881,924
1882,856
1883,842
1884,1864
1885,800
1886,2401
1887,743
1888,1837
1889,1233
1890,736
1891,793
1892,851
1893,1215
1894,1910
1895,1454
1896,1090
1897,1538
1898,1358
1899,1145
1900,2427
1901,1812
1902,662
1903,1200
1904,1061
1905,855
1906,826
1907,1746
1908,944
1909,1671
1910,1431
1911,3096
1912,1108
1913,687
1914,980
1915,1570
1916,1205
1917,647
1918,950
1919,977
1920,1427
1921,1078
1922,962
1923,1251
1924,819
1925,963
1926,683
1927,2436
1928,2183
1929,802
1930,1392
1931,1008
1932,2034
1933,2072
1934,1478
1935,1260
1936,814
1937,1192
1938,1049
1939,864
1940,832
1941,1314
1942,790
1943,1271
1944,879
1945,852
1946,620
1947,2141
1948,1039
1949,1048
1950,1190
1951,2273
1952,2556
1953,745
1954,1320
1955,1382
1956,929
1957,917
1958,1332
1959,888
1960,1680
1961,1874
1962,872
1963,906
1964,1255
1965,1351
1966,1099
1967,946
1968,757
1969,835
1970,1007
1971,891
1972,957
1973,907
1974,1089
1975,758
1976,1125
1977,1429
1978,1063
1979,2319
1980,1723
1981,866
1982,1177
1983,1163
1984,773
1985,702
1986,1738
1987,1190
1988,787
1989,1023
1990,1583
1991,1546
1992,879
1993,793
1994,1009
1995,669
1996,985
1997,1111
1998,980
1999,1934
2000,801
2001,1144
2002,928
2003,983
2004,1214
2005,844
2006,700
2007,1121
2008,1147
2009,1745
2010,858
2011,1329
2012,1930
2013,848
2014,1083
2015,1297
2016,1944
2017,963
2018,818
2019,1145
2020,1100
2021,977
2022,1918
2023,1162
2024,854
2025,1112
2026,925
2027,1227
2028,671
2029,949
2030,1794
2031,1322
2032,1611
2033,1980
2034,1929
2035,988
2036,863
2037,1102
2038,2224
2039,2749
2040,1566
2041,3335
2042,855
2043,1241
2044,944
2045,2089
2046,2184
2047,1014
2048,716
2049,985
2050,784
2051,1103
2052,1529
2053,785
2054,2286
2055,1082
2056,2244
2057,1225
2058,1318
2059,1342
2060,1113
2061,1687
2062,1533
2063,1107
2064,838
2065,729
2066,876
2067,993
2068,1372
2069,853
2070,951
2071,1232
2072,2951
2073,698
2074,1017
2075,961
2076,981
2077,1240
2078,1894
2079,1111
2080,762
2081,2518
2082,736
2083,1132
2084,1083
2085,1090
2086,1061
2087,1215
2088,1327
2089,2598
2090,1008
2091,1742
2092,1047
2093,601
2094,807
2095,1176
2096,822
2097,1152
2098,1211
2099,1339
2100,878
2101,703
2102,1285
2103,1022
2104,1179
2105,884
2106,954
2107,790
2108,750
2109,785
2110,765
2111,753
2112,1715
2113,1507
2114,832
2115,1659
2116,1332
2117,1345
2118,1713
2119,942
2120,1025
2121,2041
2122,1046
2123,877
2124,2073
2125,2486
2126,1456
2127,1625
2128,1414
2129,1130
2130,1059
2131,959
2132,1027
2133,1355
2134,1141
2135,1641
2136,2412
2137,1067
2138,1061
2139,1487
2140,1381
2141,782
2142,1426
2143,897
2144,1121
2145,1421
2146,1553
2147,1779
2148,949
2149,2133
2150,812
2151,922
2152,2085
2153,1875
2154,1786
2155,857
2156,1719
2157,1253
2158,978
2159,1451
2160,845
2161,1405
2162,1767
2163,1200
2164,1473
2165,1410
2166,959
2167,1058
2168,812
2169,717
2170,741
2171,1945
2172,1589
2173,805
2174,1031
2175,980
2176,2028
2177,1711
2178,1331
2179,919
2180,849
2181,936
2182,835
2183,935
2184,1091
2185,1263
2186,902
2187,811
2188,1071
2189,898
2190,1376
2191,1444
2192,916
2193,1130
2194,796
2195,827
2196,1127
2197,1883
2198,1839
2199,801
2200,843
2201,1054
2202,1270
2203,2173
2204,928
2205,826
2206,1318
2207,1117
2208,2152
2209,992
2210,922
2211,1048
2212,1417
2213,833
2214,855
2215,747
2216,994
2217,1282
2218,1560
2219,645
2220,696
2221,2138
2222,1360
2223,831
2224,649
2225,858
2226,1000
2227,998
2228,1254
2229,924
2230,908
2231,1144
2232,1075
2233,935
2234,646
2235,774
2236,2383
2237,2369
2238,856
2239,677
2240,1104
2241,1116
2242,1445
2243,1027
2244,887
2245,1417
2246,1463
2247,923
2248,1286
2249,884
2250,1887
2251,1462
2252,1103
2253,1762
2254,908
2255,1297
2256,2312
2257,1671
2258,1525
2259,898
2260,1019
2261,753
2262,815
2263,1068
2264,860
2265,682
2266,876
2267,1381
2268,883
2269,988
2270,1040
2271,1693
2272,1781
2273,639
2274,1199
2275,781
2276,815
2277,1522
2278,1487
2279,1166
2280,1616
2281,1074
2282,898
2283,1128
2284,1314
2285,1139
2286,1757
2287,1178
2288,748
2289,1296
2290,1391
2291,1774
2292,1220
2293,1464
2294,2285
2295,1894
2296,1539
2297,925
2298,1328
2299,1377
2300,1853
2301,791
2302,1122
2303,1824
2304,918
2305,1388
2306,1177
2307,746
2308,1106
2309,1004
2310,1646
2311,1027
2312,1114
2313,761
2314,1700
2315,808
2316,778
2317,1002
2318,1199
2319,1000
2320,1566
2321,1831
2322,803
2323,1798
2324,1630
2325,1473
2326,925
2327,1139
2328,1036
2329,1648
2330,1108
2331,791
2332,1689
2333,1790
2334,1472
2335,835
2336,1172
2337,784
2338,1285
2339,894
2340,952
2341,730
2342,1302
2343,1695
2344,1289
2345,1214
2346,1258
2347,1487
2348,825
2349,1392
2350,1663
2351,690
2352,1136
2353,1915
2354,2023
2355,929
2356,924
2357,1935
2358,799
2359,1285
2360,1914
2361,1700
2362,1175
2363,985
2364,768
2365,1547
2366,1632
2367,1221
2368,1058
2369,2267
2370,1527
2371,948
2372,2343
2373,720
2374,723
2375,1049
2376,1036
2377,971
2378,861
2379,2262
2380,1077
2381,668
2382,2206
2383,1221
2384,1016
2385,1224
2386,1351
2387,1041
2388,917
2389,1400
2390,983
2391,1036
2392,757
2393,738
2394,1782
2395,1106
2396,1037
2397,1609
2398,1490
2399,1452
2400,1388
2401,743
2402,1687
2403,2021
2404,2553
2405,1594
2406,1169
2407,1304
2408,759
2409,2287
2410,1305
2411,994
2412,745
2413,672
2414,1490
2415,1736
2416,1068
2417,873
2418,847
2419,1537
2420,749
2421,1055
2422,1346
2423,1045
2424,1136
2425,1217
2426,925
2427,1002
2428,750
2429,1236
2430,1082
2431,847
2432,1431
2433,1819
2434,989
2435,1026
2436,667
2437,1212
2438,883
2439,727
2440,862
2441,2115
2442,1542
2443,942
2444,821
2445,1407
2446,895
2447,1193
2448,1170
2449,1301
2450,827
2451,1608
2452,1182
2453,2271
2454,972
2455,971
2456,1178
2457,1756
2458,1354
2459,1742
2460,1344
2461,738
2462,1005
2463,1571
2464,1223
2465,1524
2466,752
2467,865
2468,1442
2469,1042
2470,1031
2471,1286
2472,1604
2473,994
2474,1282
2475,1265
2476,1068
2477,2093
2478,975
2479,1531
2480,902
2481,1248
2482,841
2483,889
2484,1012
2485,659
2486,886
2487,1221
2488,1509
2489,1128
2490,1015
2491,1803
2492,698
2493,1119
2494,792
2495,650
2496,1791
2497,1695
2498,676
2499,1245
2500,891
2501,660
2502,794
2503,958
2504,762
2505,878
2506,1448
2507,1180
2508,704
2509,1989
2510,821
2511,1041
2512,841
2513,868
2514,2233
2515,900
2516,1294
2517,960
2518,823
2519,2042
2520,958
2521,1171
2522,1769
2523,1110
2524,1404
2525,1710
2526,893
2527,1586
2528,1393
2529,662
2530,1011
2531,1263
2532,1245
2533,940
2534,1401
2535,744
2536,1204
2537,829
2538,1211
2539,1067
2540,693
2541,998
2542,1379
2543,2182
2544,899
2545,887
2546,2176
2547,759
2548,656
2549,1773
2550,793
2551,1061
2552,1478
2553,1327
2554,733
2555,1208
2556,1273
2557,813
2558,1015
2559,1560
2560,791
2561,814
2562,2031
2563,858
2564,1791
2565,929
2566,1613
2567,1185
2568,838
2569,1633
2570,1389
2571,860
2572,1151
2573,1540
2574,880
2575,970
2576,1022
2577,1183
2578,687
2579,1104
2580,2060
2581,1667
2582,1677
2583,1005
2584,931
2585,877
2586,1313
2587,951
2588,1464
2589,1920
2590,1332
2591,740
2592,995
2593,1118
2594,1017
2595,846
2596,1045
2597,831
2598,939
2599,1001
2600,1047
2601,2003
2602,1234
2603,1394
2604,2009
2605,1409
2606,2032
2607,1256
2608,915
2609,999
2610,1018
2611,735
2612,2073
2613,1267
2614,815
2615,1947
2616,1005
2617,1091
2618,2021
2619,987
2620,1737
2621,1248
2622,1183
2623,1564
2624,1197
2625,647
2626,1611
2627,1723
2628,1414
2629,1217
2630,828
2631,2077
2632,1174
2633,955
2634,2618
2635,2164
2636,874
2637,1102
2638,1743
2639,1030
2640,1040
2641,1023
2642,1095
2643,1241
2644,723
2645,1236
2646,801
2647,1208
2648,1121
2649,835
2650,714
2651,854
2652,908
2653,1704
2654,1135
2655,1306
2656,1096
2657,1280
2658,931
2659,2756
2660,1767
2661,1525
2662,791
2663,1641
