x,y,count
7,26,425
7,27,343
7,28,302
7,29,256
7,30,238
7,31,122
7,32,113
7,33,261
7,34,514
7,35,205
7,36,718
7,37,615
7,38,115
7,39,30
7,40,25
7,41,54
7,42,80
7,43,62
7,44,25
7,45,2
7,46,2
7,47,12
7,48,24
7,49,17
7,50,2
7,53,2
7,54,4
7,55,1
7,57,2
7,58,7
7,59,1
7,60,1
7,67,1
7,70,2
7,71,2
7,73,1
7,74,1
7,76,1
7,77,10
7,78,3
7,80,8
7,81,77
7,82,15
7,83,4
7,84,4
7,85,4
7,86,6
7,87,2
7,88,13
7,89,7
7,90,5
7,91,6
7,92,9
7,93,5
7,94,16
7,95,4
7,96,1
7,97,1
7,98,2
7,99,4
7,100,4
7,101,5
7,102,6
7,103,6
7,104,6
7,105,23
7,106,14
7,107,10
7,109,1
7,111,1
7,113,2
7,121,2
7,124,1
7,125,2
7,126,1
7,129,1
7,130,2
7,135,1
7,138,1
7,139,4
7,140,7
7,141,2
7,142,1
7,143,1
7,152,1
7,154,1
7,167,1
7,182,1
7,183,1
7,186,1
7,187,1
7,188,1
7,190,1
7,193,2
7,197,1
7,198,1
8,1,81
8,2,25
8,3,108
8,4,154
8,5,203
8,6,596
8,7,155
8,8,83
8,9,57
8,10,32
8,11,310
8,12,213
8,13,77
8,14,37
8,15,152
8,16,56
8,17,18
8,18,84
8,19,664
8,20,467
8,21,201
8,22,260
8,23,257
8,24,471
8,25,194
8,26,353
8,27,163
8,28,121
8,29,47
8,30,124
8,31,47
8,32,44
8,33,378
8,34,673
8,35,752
8,36,509
8,37,65
8,38,23
8,39,29
8,40,59
8,41,68
8,42,18
8,43,21
8,44,12
8,45,2
8,51,1
8,54,2
8,55,1
8,57,1
8,58,2
8,60,1
8,61,1
8,67,1
8,74,1
8,75,2
8,76,4
8,77,1
8,78,1
8,80,2
8,81,26
8,82,9
8,83,1
8,84,2
8,85,1
8,86,2
8,87,3
8,88,12
8,89,45
8,90,4
8,91,7
8,92,12
8,93,4
8,94,8
8,95,4
8,96,1
8,97,1
8,98,4
8,99,4
8,100,2
8,101,4
8,102,9
8,103,10
8,104,34
8,105,36
8,106,4
8,107,2
8,108,1
8,109,1
8,110,1
8,111,2
8,112,1
8,114,2
8,116,1
8,121,1
8,123,1
8,125,2
8,126,6
8,128,3
8,129,1
8,130,2
8,133,1
8,134,3
8,135,15
8,136,1
8,137,4
8,138,1
8,140,3
8,147,1
8,148,1
8,150,1
8,151,1
8,155,1
8,162,1
8,163,1
8,171,1
8,178,1
8,180,1
8,184,1
8,185,1
8,187,1
8,189,1
8,190,1
8,192,1
8,193,1
8,194,2
8,196,1
8,200,1
9,1,49
9,2,163
9,3,321
9,4,54
9,5,21
9,6,570
9,7,250
9,8,136
9,9,38
9,10,8
9,11,378
9,12,130
9,13,105
9,14,110
9,15,75
9,16,123
9,17,49
9,18,563
9,19,391
9,20,308
9,21,104
9,22,38
9,23,145
9,24,144
9,25,126
9,26,154
9,27,23
9,28,72
9,29,53
9,30,63
9,31,73
9,32,30
9,33,757
9,34,527
9,35,94
9,36,87
9,37,71
9,38,48
9,39,76
9,40,53
9,41,46
9,42,6
9,43,2
9,44,9
9,45,2
9,46,1
9,48,1
9,50,1
9,52,1
9,59,1
9,61,1
9,64,1
9,69,1
9,76,1
9,81,5
9,82,3
9,84,1
9,85,1
9,86,4
9,87,3
9,88,6
9,89,2
9,90,10
9,91,5
9,92,8
9,93,11
9,94,2
9,95,10
9,96,30
9,97,2
9,98,1
9,99,2
9,100,4
9,101,2
9,102,2
9,103,25
9,104,33
9,105,13
9,106,2
9,107,3
9,109,1
9,111,1
9,116,1
9,117,1
9,119,1
9,125,1
9,126,2
9,127,4
9,129,1
9,130,2
9,131,14
9,132,1
9,133,1
9,134,3
9,140,1
9,144,1
9,145,1
9,148,1
9,158,1
9,164,2
9,165,2
9,166,1
9,169,1
9,183,2
9,185,1
9,187,1
9,188,1
9,189,1
9,191,1
10,1,677
10,2,286
10,3,363
10,4,250
10,5,605
10,6,1335
10,7,739
10,8,740
10,9,340
10,10,202
10,11,564
10,12,416
10,13,413
10,14,323
10,15,258
10,16,794
10,17,1060
10,18,400
10,19,76
10,20,45
10,21,100
10,22,14
10,23,60
10,24,253
10,25,409
10,26,532
10,27,131
10,28,108
10,29,114
10,30,87
10,31,65
10,32,913
10,33,310
10,34,57
10,35,49
10,36,65
10,37,94
10,38,83
10,39,16
10,40,16
10,41,13
10,42,5
10,43,3
10,44,7
10,46,1
10,47,1
10,48,2
10,49,1
10,51,1
10,52,2
10,53,2
10,57,1
10,59,1
10,65,1
10,67,1
10,69,1
10,70,1
10,72,1
10,75,1
10,77,1
10,79,1
10,80,3
10,81,3
10,82,6
10,83,5
10,84,3
10,85,5
10,86,4
10,87,8
10,88,15
10,89,10
10,90,12
10,91,7
10,92,32
10,93,20
10,94,25
10,95,14
10,96,60
10,97,58
10,98,5
10,99,1
10,100,2
10,101,11
10,102,15
10,103,56
10,104,21
10,105,11
10,106,4
10,107,1
10,108,1
10,109,1
10,110,1
10,114,2
10,115,3
10,117,1
10,118,2
10,121,1
10,122,1
10,123,1
10,124,1
10,126,3
10,131,1
10,134,1
10,142,1
10,143,3
10,144,2
10,146,1
10,147,1
10,150,2
10,153,1
10,155,1
10,159,1
10,160,1
10,167,2
10,168,2
10,169,1
10,171,1
10,172,1
10,185,1
10,187,1
10,196,1
11,1,578
11,2,676
11,3,970
11,4,697
11,5,256
11,6,635
11,7,310
11,8,300
11,9,655
11,10,594
11,11,415
11,12,969
11,13,480
11,14,468
11,15,434
11,16,212
11,17,69
11,18,38
11,19,40
11,20,21
11,21,74
11,22,26
11,23,58
11,24,145
11,25,96
11,26,262
11,27,96
11,28,45
11,29,28
11,30,93
11,31,465
11,32,238
11,33,81
11,34,63
11,35,30
11,36,75
11,37,47
11,38,34
11,39,2
11,40,9
11,41,1
11,42,1
11,43,1
11,45,1
11,46,1
11,47,1
11,48,2
11,49,2
11,61,2
11,62,1
11,63,1
11,66,1
11,68,1
11,69,1
11,73,1
11,74,1
11,76,1
11,77,1
11,78,1
11,79,2
11,80,2
11,81,1
11,83,1
11,84,2
11,85,2
11,86,4
11,87,4
11,88,7
11,89,5
11,90,3
11,91,2
11,92,8
11,93,25
11,94,82
11,95,43
11,96,50
11,97,14
11,98,3
11,99,3
11,100,2
11,101,10
11,102,43
11,103,40
11,104,9
11,105,4
11,107,1
11,108,1
11,113,1
11,114,1
11,117,1
11,122,1
11,129,1
11,136,1
11,138,1
11,140,1
11,141,1
11,143,2
11,144,1
11,145,1
11,146,2
11,158,1
11,160,1
11,162,1
11,171,1
11,172,2
11,182,1
11,185,1
11,186,1
11,188,1
11,194,2
11,198,1
12,1,343
12,2,426
12,3,955
12,4,326
12,5,280
12,6,774
12,7,280
12,8,279
12,9,607
12,10,632
12,11,579
12,12,152
12,13,519
12,14,461
12,15,526
12,16,30
12,17,17
12,18,21
12,19,20
12,20,19
12,21,73
12,22,35
12,23,28
12,24,109
12,25,77
12,26,141
12,27,14
12,28,11
12,29,11
12,30,649
12,31,696
12,32,190
12,33,53
12,34,50
12,35,18
12,38,2
12,40,3
12,41,4
12,42,2
12,43,1
12,44,2
12,45,1
12,47,2
12,48,2
12,50,1
12,52,1
12,54,1
12,57,1
12,60,1
12,73,1
12,75,1
12,76,2
12,77,1
12,79,2
12,80,1
12,83,3
12,84,2
12,85,1
12,87,7
12,88,12
12,89,5
12,90,3
12,92,4
12,93,5
12,94,17
12,95,19
12,96,28
12,97,9
12,98,5
12,99,3
12,100,4
12,101,17
12,102,21
12,103,25
12,104,11
12,105,4
12,106,1
12,107,2
12,112,1
12,121,2
12,141,1
12,144,3
12,145,3
12,146,2
12,147,1
12,149,1
12,152,1
12,166,1
12,167,1
12,169,1
12,173,1
12,180,1
12,186,2
12,189,1
12,191,1
12,195,1
12,198,1
13,1,224
13,2,247
13,3,394
13,4,767
13,5,1019
13,6,1552
13,7,1194
13,8,684
13,9,548
13,10,392
13,11,174
13,12,357
13,13,1272
13,14,736
13,15,115
13,16,10
13,17,22
13,18,69
13,19,48
13,20,35
13,21,67
13,22,79
13,23,31
13,24,206
13,25,102
13,26,212
13,27,309
13,28,234
13,29,330
13,30,359
13,31,264
13,32,140
13,33,28
13,34,2
13,35,2
13,37,2
13,38,1
13,39,2
13,40,3
13,41,6
13,42,3
13,43,1
13,45,2
13,46,1
13,50,2
13,60,1
13,69,1
13,76,5
13,77,3
13,78,2
13,79,2
13,80,3
13,81,4
13,82,1
13,83,8
13,85,1
13,86,6
13,87,5
13,88,6
13,89,11
13,90,14
13,91,8
13,92,6
13,93,4
13,94,10
13,95,17
13,96,17
13,97,9
13,98,9
13,99,22
13,100,14
13,101,13
13,102,16
13,103,13
13,104,13
13,105,54
13,106,1
13,107,1
13,108,1
13,109,1
13,110,1
13,112,1
13,113,1
13,114,2
13,116,1
13,118,1
13,126,2
13,137,1
13,138,1
13,139,1
13,142,1
13,143,2
13,144,6
13,145,3
13,146,4
13,150,1
13,157,1
13,160,1
13,165,1
13,171,1
13,174,1
13,177,1
13,189,1
13,190,1
13,192,1
13,193,1
13,194,1
14,1,99
14,2,270
14,3,244
14,4,254
14,5,758
14,6,1217
14,7,1182
14,8,546
14,9,409
14,10,421
14,11,591
14,12,362
14,13,208
14,14,115
14,15,96
14,16,3
14,17,24
14,18,29
14,19,90
14,20,90
14,21,55
14,22,44
14,23,28
14,24,112
14,25,68
14,26,372
14,27,937
14,28,567
14,29,49
14,30,201
14,31,114
14,32,34
14,33,6
14,34,2
14,35,1
14,36,1
14,37,1
14,39,1
14,40,2
14,41,2
14,42,1
14,43,2
14,46,1
14,48,1
14,53,1
14,55,1
14,60,1
14,64,2
14,66,1
14,68,1
14,69,1
14,70,3
14,72,1
14,76,3
14,77,3
14,78,1
14,79,1
14,80,2
14,83,1
14,84,1
14,85,2
14,88,1
14,89,3
14,90,9
14,91,12
14,92,17
14,93,5
14,94,4
14,95,11
14,96,5
14,97,3
14,98,6
14,99,14
14,100,31
14,101,13
14,102,19
14,103,11
14,104,6
14,105,10
14,106,2
14,107,3
14,108,2
14,110,2
14,120,2
14,125,1
14,133,1
14,135,2
14,136,2
14,138,1
14,139,3
14,142,1
14,143,2
14,144,5
14,145,4
14,146,2
14,177,1
14,182,1
14,190,1
14,192,1
14,193,1
14,194,2
15,1,60
15,2,51
15,3,281
15,4,303
15,5,1176
15,6,865
15,7,1347
15,8,1400
15,9,871
15,10,750
15,11,686
15,12,79
15,13,299
15,14,267
15,15,196
15,16,32
15,17,36
15,18,68
15,19,56
15,20,132
15,21,87
15,22,62
15,23,66
15,24,201
15,25,240
15,26,763
15,27,616
15,28,105
15,29,69
15,30,71
15,31,86
15,32,9
15,33,2
15,34,1
15,36,1
15,37,1
15,38,1
15,40,1
15,42,5
15,44,1
15,46,1
15,51,1
15,52,1
15,53,1
15,55,2
15,57,2
15,60,1
15,61,1
15,63,1
15,65,2
15,66,1
15,67,1
15,68,1
15,69,2
15,71,1
15,72,1
15,76,2
15,77,2
15,78,3
15,79,2
15,80,1
15,81,2
15,84,4
15,85,2
15,86,1
15,88,2
15,89,3
15,90,3
15,91,4
15,92,23
15,93,12
15,94,6
15,95,9
15,96,4
15,97,9
15,98,23
15,99,24
15,100,19
15,101,38
15,102,46
15,103,26
15,104,23
15,105,16
15,106,17
15,107,2
15,108,2
15,109,1
15,111,2
15,114,1
15,120,3
15,121,1
15,122,1
15,143,2
15,144,1
15,146,1
15,151,1
15,153,1
15,176,1
15,178,1
15,179,1
15,183,1
15,192,1
15,193,1
15,199,1
16,1,309
16,2,74
16,3,755
16,4,1575
16,5,1198
16,6,1095
16,7,1894
16,8,2319
16,9,1888
16,10,729
16,11,742
16,12,218
16,13,133
16,14,300
16,15,207
16,16,7
16,17,33
16,18,31
16,19,41
16,20,47
16,21,50
16,22,14
16,23,178
16,24,473
16,25,821
16,26,602
16,27,55
16,28,72
16,29,59
16,30,46
16,31,27
16,32,1
16,33,2
16,34,3
16,35,1
16,36,3
16,37,3
16,38,2
16,42,1
16,49,1
16,50,1
16,51,1
16,52,2
16,53,2
16,55,1
16,57,3
16,58,2
16,61,2
16,63,2
16,65,2
16,66,2
16,67,2
16,68,2
16,69,3
16,70,1
16,71,1
16,74,2
16,75,2
16,76,3
16,77,3
16,78,1
16,79,3
16,82,1
16,83,3
16,84,2
16,86,1
16,87,1
16,88,2
16,89,3
16,90,8
16,91,3
16,92,8
16,93,22
16,94,57
16,95,50
16,96,53
16,97,9
16,98,15
16,99,14
16,100,30
16,101,31
16,102,73
16,103,69
16,104,141
16,105,109
16,106,47
16,107,23
16,108,78
16,109,10
16,110,2
16,111,1
16,113,1
16,114,1
16,115,4
16,116,2
16,119,2
16,120,2
16,121,1
16,124,1
16,126,2
16,129,3
16,133,1
16,136,1
16,138,1
16,140,1
16,142,1
16,149,1
16,164,1
16,166,1
16,172,1
16,174,1
16,178,1
16,179,1
16,183,1
16,185,1
16,195,1
17,1,517
17,2,333
17,3,335
17,4,329
17,5,1412
17,6,657
17,7,1612
17,8,1117
17,9,975
17,10,1036
17,11,828
17,12,440
17,13,1002
17,14,1336
17,15,742
17,16,383
17,17,79
17,18,63
17,19,36
17,20,62
17,21,114
17,22,202
17,23,1725
17,24,1533
17,25,124
17,26,45
17,27,75
17,28,47
17,29,20
17,30,19
17,31,2
17,36,1
17,37,1
17,39,1
17,44,1
17,45,1
17,46,2
17,48,2
17,50,1
17,52,1
17,53,1
17,56,1
17,57,1
17,58,2
17,59,1
17,61,2
17,62,1
17,63,2
17,66,2
17,68,1
17,70,1
17,71,1
17,74,1
17,75,1
17,76,3
17,78,1
17,79,1
17,83,1
17,87,2
17,88,3
17,89,1
17,90,2
17,91,1
17,92,26
17,93,6
17,94,9
17,95,23
17,96,22
17,97,4
17,98,11
17,99,19
17,100,5
17,101,11
17,102,12
17,103,32
17,104,80
17,105,773
17,106,489
17,107,91
17,108,247
17,109,248
17,110,100
17,111,53
17,112,14
17,113,5
17,114,3
17,115,1
17,116,1
17,117,2
17,119,2
17,126,2
17,127,1
17,129,2
17,132,1
17,139,1
17,140,1
17,167,1
17,178,1
17,181,1
17,186,1
17,187,1
18,1,116
18,2,284
18,3,267
18,4,266
18,5,1110
18,6,1605
18,7,855
18,8,451
18,9,935
18,10,1126
18,11,1136
18,12,1183
18,13,187
18,14,167
18,15,434
18,16,633
18,17,438
18,18,1043
18,19,890
18,20,795
18,21,734
18,22,279
18,23,257
18,24,108
18,25,87
18,26,19
18,27,21
18,28,5
18,29,4
18,30,6
18,34,1
18,35,1
18,36,1
18,37,1
18,38,2
18,39,1
18,43,1
18,44,1
18,46,1
18,48,1
18,49,1
18,50,1
18,51,1
18,52,1
18,53,2
18,55,4
18,56,1
18,57,3
18,58,1
18,59,2
18,61,1
18,63,2
18,70,1
18,71,2
18,72,1
18,73,2
18,74,1
18,76,1
18,78,1
18,80,1
18,81,1
18,84,1
18,86,2
18,88,2
18,89,1
18,90,2
18,91,1
18,92,2
18,93,12
18,94,4
18,95,4
18,96,8
18,97,2
18,98,3
18,100,6
18,101,10
18,102,14
18,103,14
18,104,41
18,105,243
18,106,681
18,107,98
18,108,38
18,109,197
18,110,200
18,111,78
18,112,125
18,113,144
18,114,124
18,115,88
18,116,58
18,117,28
18,118,3
18,119,5
18,120,2
18,121,7
18,122,9
18,123,8
18,124,7
18,125,6
18,126,8
18,127,6
18,128,1
18,129,4
18,130,1
18,138,2
18,143,1
18,147,1
18,162,1
18,163,1
18,177,1
18,184,1
18,186,1
18,194,1
19,1,213
19,2,316
19,3,116
19,4,564
19,5,1657
19,6,972
19,7,178
19,8,320
19,9,1433
19,10,1555
19,11,422
19,12,93
19,13,96
19,14,45
19,15,18
19,16,7
19,17,50
19,18,88
19,19,124
19,20,56
19,21,7
19,22,3
19,23,3
19,24,31
19,25,33
19,26,9
19,27,4
19,28,12
19,29,9
19,30,1
19,31,1
19,33,1
19,34,3
19,35,1
19,37,2
19,38,1
19,42,3
19,43,1
19,44,1
19,47,1
19,48,4
19,49,2
19,50,4
19,51,2
19,52,4
19,53,1
19,55,3
19,56,2
19,57,4
19,58,2
19,60,3
19,61,1
19,62,1
19,64,1
19,65,1
19,66,1
19,68,1
19,69,1
19,70,2
19,71,1
19,72,1
19,73,1
19,75,1
19,76,1
19,78,1
19,79,1
19,85,1
19,86,1
19,87,1
19,89,2
19,90,3
19,91,3
19,92,4
19,93,9
19,94,7
19,95,7
19,96,2
19,98,3
19,99,6
19,100,4
19,101,9
19,102,5
19,103,11
19,104,14
19,105,47
19,106,235
19,107,132
19,108,139
19,109,187
19,110,131
19,111,110
19,112,136
19,113,92
19,114,79
19,115,156
19,116,203
19,117,180
19,118,117
19,119,281
19,120,167
19,121,128
19,122,84
19,123,178
19,124,128
19,125,261
19,126,201
19,127,135
19,128,128
19,129,164
19,130,98
19,131,145
19,132,59
19,133,1
19,134,1
19,136,1
19,138,1
19,139,1
19,165,1
19,175,1
19,181,1
19,182,1
19,183,1
19,185,1
19,189,1
19,193,1
19,194,1
20,1,391
20,2,62
20,3,124
20,4,1122
20,5,1186
20,6,184
20,7,729
20,8,1290
20,9,280
20,10,432
20,11,209
20,12,103
20,13,82
20,14,46
20,15,41
20,16,7
20,17,9
20,18,11
20,19,5
20,20,2
20,21,3
20,23,3
20,24,16
20,25,5
20,26,7
20,30,1
20,32,1
20,33,1
20,34,1
20,35,1
20,36,1
20,44,1
20,45,2
20,46,2
20,48,6
20,49,2
20,50,3
20,53,1
20,54,2
20,55,1
20,56,1
20,58,1
20,59,1
20,60,1
20,61,1
20,62,1
20,64,2
20,65,1
20,66,1
20,68,1
20,69,1
20,70,1
20,71,1
20,73,1
20,74,2
20,77,1
20,87,1
20,90,2
20,91,1
20,93,2
20,94,2
20,95,3
20,96,1
20,97,3
20,98,2
20,99,2
20,100,2
20,101,5
20,102,1
20,103,3
20,104,6
20,105,3
20,106,16
20,107,44
20,108,30
20,109,15
20,110,81
20,111,76
20,112,10
20,113,4
20,114,14
20,115,29
20,116,59
20,117,90
20,118,30
20,119,38
20,120,25
20,121,6
20,122,5
